"Find companies","Name","Description","Primary Industry","Size","Type","Location","Country","Domain","LinkedIn URL","Update People Search (Find people Table) - 2026-02-13T07:12:49.564Z"
,"Islamitisch College","Sinds 1989 verzorgt Islamitisch College (IC) onderwijs op algemeen islamitische grondslag aan kinderen die in de islam mogen worden gevormd, met als doel ze op te voeden tot participerende individuen in de Nederlandse samenleving op basis van het behoud van eigen culturele en religieuze achtergrond.","Education Administration Programs","51-200 employees","Non Profit","Schiedam, Zuid-Holland","Netherlands","isl.college","https://www.linkedin.com/company/isl-college",
,"De Onderwijskoersen","#onderwijs #netwerk #fietsen

 ONDERWIJSKOERSEN 2025-2026!  

Goedemiddag onderwijs- en fietsminnende LinkedInners!

In de afgelopen 10 jaar (!) organiseerden wij - samen met Hartger Wassink - met veel plezier recreatieve fietstochten voor mensen uit en om het onderwijs. Zowel op eigen bodem als in het buitenland, zowel op de race- als op de gravelbike, zowel een- als meerdaags. Prachtige, gezellige, kleinschalige evenementen waar volop gelachen, gegeten, gedronken, gepraat, kortom genetwerkt werd.  

Ook dit schooljaar hebben wij weer een drietal tochten op de planning staan die je vast kan noteren in je lerarenagenda :

29 maart 2026: Onderwijsgravelkoers
04 tot 7 juni 2026: Internationale onderwijskoers 
20 juni 2026: Nationale Onderwijskoers

We ontmoeten je graag tijdens onze koersen.

Hopelijk tot ziens tijdens een of meer van onze koersen!

Met sportieve groet, 

Martijn, Reinier en Henk","Education","51-200 employees","Non Profit","Zwolle","Netherlands",,"https://www.linkedin.com/company/onderwijskoersen",
,"College St. Paul","Elke leerling heeft recht op goed onderwijs, waarin kansen en uitdagingen geboden worden. Zelfs als er leerachterstanden zijn of als de ontwikkeling niet probleemloos verloopt. College St. Paul kiest bewust voor zo’n benadering. Wij willen dicht bij de leerlingen staan en hen uitdagen zich op een positieve manier te ontwikkelen.","Primary and Secondary Education","51-200 employees","Educational","Den Haag, Zuid-Holland","Netherlands","collegestpaul.nl","https://www.linkedin.com/company/college-st-paul",
,"Bedrijfskundig Genootschap Delft","De studievereniging van de studie Technische Bedrijfskunde gevestigd in de Haagse Hogeschool te Delft is het “Bedrijfskundig Genootschap Delft”. Een studievereniging met ambities, denkwijzen en werkwijzen die passend zijn in het hedendaagse bedrijfsleven. De vereniging vormt een link tussen de studenten,  de opleiding en de praktijk. BG vormt de brug tussen student en studie en ook tussen student en docent.","Higher Education","51-200 employees","Educational","Delft, Zuid-Holland","Netherlands","bgdelft.nl","https://www.linkedin.com/company/bedrijfskundig-genootschap-delft",
,"Springbok International","Als IB-World School streven we ernaar om nieuwsgierige wereldburgers te zijn, die samen bijdragen aan een inclusieve en veilige wereld.","Education","51-200 employees","Educational","Den Haag, Zuid Holland","Netherlands","springbokinternational.nl","https://www.linkedin.com/company/springbok-international",
,"Home Instead Thuisservice Kennemerland","Home Instead Thuisservice is thuiszorg, maar dan anders. Bij ons ligt de nadruk op persoonlijke aandacht en betekenisvolle ondersteuning, zowel praktisch als emotioneel. Met aandacht én tijd voor senioren die zo lang mogelijk thuis willen blijven wonen. Zorg kan beter, dat bewijst Home Instead elke dag door ondersteuning af te stemmen op de behoeften van senioren en in te spelen op de ontwikkelingen in de langdurige zorg. Bij Home Instead gaat welzijn voor zorg en staat het verhogen van de kwaliteit van leven voorop.
Home Instead biedt Metgezelschap/Individuele begeleiding, ondersteuning In en Om huis en Persoonlijke verzorging. U bepaalt zelf wanneer en welke diensten worden afgenomen en hoe lang deze ondersteuning nodig is. Wij zijn inzetbaar met een zorgindicatie in zorg in natura of PGB via een Wlz of Wmo indicatie. Daarnaast zijn we ook op particuliere basis inzetbaar.
De medewerkers van Home Instead, onze CAREGivers, bouwen met hun klanten een relatie op die net zo persoonlijk kan zijn als met familieleden of vrienden. Tegelijkertijd leveren CAREGivers ondersteuning die voldoen aan professionele eisen. Onze CAREGivers zijn namelijk geselecteerd en getraind om de dienstverlening ook in complexe situaties te bieden zoals specifieke zorg bij senioren met dementie. De CAREGivers van Home Instead worden tevens ondersteund door een professioneel supportteam en de kwaliteit in het geheel van de dienstverlening wordt doorlopend getoetst. We voeren jaarlijkse een klant- en medewerkerstevredenheidsonderzoek uit onder onze klanten, mantelzorgers en CAREGivers. Zo waarderen klanten en mantelzorgers ons met een 8.8 en beveelt 98% onze organisatie aan bij anderen.
De CAREGivers ondersteunen dagelijks vanuit onze kernwaarden: geef vertrouwen, maak het verschil, vanuit het hart.
Thuiszorg, maar dan anders!

Landelijk netwerk
Home Instead Thuisservice is een landelijke organisatie en biedt met haar dienstverlening niet medische ondersteuning en persoonlijke zorg thuis.","Home Health Care Services","51-200 employees","Privately Held","Heemstede, Noord Holland","Netherlands","homeinstead.nl","https://www.linkedin.com/company/homeinsteadthuisservicekennemerland",
,"Senioren Zorg Plan, Thuiszorg Amsterdam","Senioren Zorg Plan (SZP) levert op betrokken wijze zorg aan ouderen thuis. Wij regelen op professionele wijze de best passende zorg die individueel is afgestemd op de wensen van onze cliënten. Wij stellen daarbij hoge eisen aan de correcte uitvoering van de gemaakte afspraken tussen cliënten, familie, zorgverleners en andere betrokkenen.

Senioren Zorg Plan is een kleinschalige en efficiënte organisatie, gevestigd in Amsterdam-Zuid. Onze werkwijze is gericht op een zeer zorgzame en persoonlijke bejegening van de cliënt. Onze zorgverleners beschikken over ruime ervaring in hun vakgebied en hebben al de nodige levenservaring. Senioren Zorg Plan brengt in overleg met cliënt en naast betrokkenen de best passende match tussen hulpvraag en zorgverlener tot stand.

In onze filosofie streven wij ernaar bij te dragen aan de werkgelegenheid van 45-plussers. In onze werkomgeving en bij ons inkoopbeleid zijn wij ons bewust van het ontzien/beschermen van het milieu. Vanuit onze maatschappelijke betrokkenheid streven wij naar het werken met bedrijven die een soortgelijke filosofie hanteren als de onze.","Hospitals and Health Care","51-200 employees","Privately Held","Amsterdam, Noord-Holland","Netherlands","seniorenzorgplan.nl","https://www.linkedin.com/company/senioren-zorg-plan-b-v-",
,"OBC Huissen","OBC Huissen is een vmbo-school met een dijk van een karakter. Waar leerlingen het hart op de tong hebben en wij, als hecht team, vierkant achter onze leerlingen en hun ouders/verzorgers staan. Waar aan de ene kant geen dag hetzelfde is, maar we aan de andere kant één ding heel zeker weten: dat onze school een plek is waar we altijd het maximale uit onszelf en onze leerlingen halen. We zitten in een mooi gebouw op een ideale locatie. Onze school omarmt diversiteit en straalt rust uit. Een unieke, uitdagende en schone plek waar het fijn is om te werken en te leren. We zijn klein genoeg om sfeervol en veilig te zijn en groot genoeg om impact te maken.","Primary and Secondary Education","51-200 employees","Educational","Huissen, Gelderland","Netherlands","obc-huissen.nl","https://www.linkedin.com/company/obchuissen",
,"Stichting Atos","Organisatie:
Stichting Atos is een relatief kleine stichting met een rijke schakering aan scholen. Iedere school heeft een eigen gezicht en kracht. De scholen van stichting Atos zijn verbonden met elkaar door een gezamenlijke visie, missie en gezamenlijke kernwaarden.

Visie:
De uitgangspunten/kernwaarden van Stichting ATOS zijn;

De verschillen tussen kinderen en volwassenen vormt de kracht van ons onderwijs.
Openbaar/algemeen toegankelijk onderwijs is de beste voorbereiding op de maatschappij van nu en van de toekomst omdat we uitgaan van gelijkwaardigheid van kinderen ongeacht hun afkomst, levensovertuiging, vaardigheden en perspectief. Door kinderen samen te laten spelen, leren en samenwerken, ervaren ze dat we allemaal verschillend zijn maar daardoor juist verbonden. Kernwaarde van openbaar/algemeen toegankelijk onderwijs is “Iedereen is welkom”.  Het gevoel welkom te zijn, dat je er toe doet zoals je bent is de basisbehoefte van ieder mens.
Wij hebben aandacht voor de eigenheid van alle betrokkenen (kinderen, medewerkers en ouders) gericht op samenhang, rechten, plichten en kansen voor alle kinderen.
De kracht van het verschil komt ook naar voren in het stimuleren van de eigenheid van de individuele scholen.
De kracht van het verschil komt terug in alle aspecten van het onderwijs. Verschillen maken het onderwijs boeiend en stimuleren de ontwikkeling. Dit vereist van alle betrokkenen een open houding naar zichzelf, de ander en de omgeving.Dit maakt ons openbaar/algemeen toegankelijk onderwijs bijzonder in zijn begeleiding bij ontwikkeling naar volwassenheid.","Primary and Secondary Education","51-200 employees","Educational","Gendt, Gelderland","Netherlands","stichtingatos.nl","https://www.linkedin.com/company/stichting-atos",
,"Basisschool de Boomgaard",,"Education Administration Programs","51-200 employees","Educational","Utrecht, Utrecht","Netherlands",,"https://www.linkedin.com/company/basisschool-de-boomgaard",
,"Hestia Zorg","Bij Hestia Zorg wonen ouderen met dementie zoals thuis. In onze kleinschalige zorghuizen is de sfeer gemoedelijk en staan onze zorgprofessionals dag en nacht klaar voor bewoners én hun familie. Samen organiseren we zorg op maat, waarbij we vooral kijken naar wat de bewoner nog wél kan en waar hij of zij echt energie uithaalt.","Hospitals and Health Care","51-200 employees","Privately Held","Arnhem, Gelderland","Netherlands","hestiazorg.nl","https://www.linkedin.com/company/hestia-zorg",
,"Rollebol kindercentra","Rollebol is een professionele kinderopvangorganisatie voor ouders die veel waarde hechten aan kwaliteit, service en flexibiliteit. Onze dienstverlening is optimaal mogelijk afgestemd op uw eisen en wensen. Rollebol kindercentra heeft kwaliteit hoog in het vaandel staan en is HKZ/ISO 9001-2009 gecertificeeerd. Bij ons kunt u niet alleen kiezen voor reguliere kinderopvang, maar ook in te roosteren dagdelen en flexibele opvang op basis van uren. Op diverse locaties in Alkmaar bieden we opvang voor 0-4 jarigen, en voor kinderen vanaf 4 jaar is er BSO (buitenschoolse opvang) en TSO (tussenschoolse opvang). Alle vestigingen van Rollebol kindercentra zijn geopend van 07:00 uur tot 19:00 uur.","Hospitals and Health Care","51-200 employees","Public Company","Alkmaar, Noord-Holland","Netherlands","rollebol.nl","https://www.linkedin.com/company/rollebol-kindercentra",
,"Centrum voor Tandzorg","Centrum voor Tandzorg is een maatschappelijke organisatie, een stichting. Dit betekent dat wij geen winstoogmerk hebben. Wij hebben onze deuren altijd voor iedereen geopend, ook voor de kwetsbare groepen in onze samenleving.

Het feit dat wij geen winstoogmerk hebben betekent natuurlijk niet dat wij onze diensten gratis aan kunnen bieden, maar het betekent wel dat bij ons de kassa niet vooraan staat! Hierdoor is er meer tijd en ruimte voor persoonlijke aandacht. De tandarts neemt de tijd zich echt in de patiënt te verplaatsen. Samen wordt er gewerkt aan een persoonlijk zorgplan en geniet u van de best mogelijke mondzorg. Eventuele winsten worden bij ons weer benut om nieuwe initiatieven om de mondzorg te verbeteren te financieren. Zo verzorgen wij preventielessen op scholen en geven wij informatie aan mantelzorgers van hulpbehoevende ouderen hoe zij het gebit van hun dierbare zo goed mogelijk kunnen verzorgen.

Ook financieren wij regelmatig wetenschappelijk onderzoek naar nieuwe behandelconcepten die wij dan ook weer gebruiken bij onze dagelijkse praktijkvoering. Zo is de thans bij ons gehanteerde behandelmethode voor de jeugd bij ons in een promotie onderzoek wetenschappelijk onderzocht en als succesvol bewezen. Deze behandelmethode wordt nu door het Ivoren Kruis als “Gewoon Gaaf” gepropageerd als dé behandelmethode voor de jeugd.

Innovatie is ons niet vreemd. U vindt bij ons hoogwaardige tandheelkundige zorg in een moderne praktijk met de laatste ontwikkelingen op het gebied van hygiëne en sterilisatie.","Hospitals and Health Care","51-200 employees","Non Profit","'s-Hertogenbosch, Noord-Brabant","Netherlands","centrumtandzorg.nl","https://www.linkedin.com/company/centrum-voor-tandzorg",
,"ISW Sweelincklaan","ISW Sweelincklaan is een kleine, gezellige en persoonlijke school. Met mavo en mavo/havo kun je kiezen uit de reguliere SWLN of de SWLN-montessoristroom. We zijn in Westland de enige officieel erkende middelbare montessorischool. 

Er wordt op verschillende niveaus onderwijs aangeboden: kader/mavo, mavo, mavo/havo, en Montessori: mavo, havo, vwo niveau.","Primary and Secondary Education","51-200 employees","Educational","'s-Gravenzande, Zuid Holland","Netherlands","sweelincklaan.nl","https://www.linkedin.com/company/iswsweelincklaan",
,"Yuverta mbo Houten","Yuverta mbo Houten is een mooie locatie met een zeer uitgebreid aanbod aan moderne groene opleidingen. De school is op loopafstand van NS-station Houten en heeft een schitterend buitenterrein met o.a. tuinen, dierenverblijven, grote machines en werkruimtes.

Of je nu iets zoekt met groen, bloem, vee, dier, paard of machines: in Houten vind je de opleiding die je zoekt!

Wist je dat je naast mbo-opleidingen ook cursussen en trainingen kunt volgen? En dat havisten via een sprintopleiding versneld een mbo-opleiding kunnen doorlopen?","Education","51-200 employees","Educational","Houten, Utrecht","Netherlands","yuverta.nl","https://www.linkedin.com/company/yuverta-mbo-houten",
,"Studentenpartij asap","asap is een medezeggenschapspartij voor studenten aan de Nijmeegse Radboud Universiteit. Door middel van een kritische stem en scherpe reacties probeert asap het beleid van de universiteit bij te sturen. Jaarlijks neemt de partij deel aan de verkiezingen voor de Universitaire Studentenraad. Niet alleen de gekozen leden zullen via de Universitaire Studentenraad met het asap-geluid proberen om een steentje bij te dragen aan de Radboud Universiteit, het bestuur en de actieve leden zullen aan de zijlijn eveneens proberen een steentje bij te dragen.

Tijdens de verkiezingen gebruikt asap geen ellenlang verkiezingsprogramma, maar presenteert zij zich met een Tienpuntenlijst. Tien punten, waaraan asap belooft in het jaar volgend op de verkiezingen aandacht te besteden. Met een ellenlang verkiezingsprogramma weet je immers nog steeds niet waar je aan toe bent. De opvatting van asap over andere onderwerpen wordt gebaseerd op het beginselenprogramma, dat natuurlijk te vinden is op de website asapnijmegen.nl. Naast het beginselenprogramma is op de site ook meer informatie te vinden over de werkzaamheden van de fractie en de partij, de geschiedenis van asap, de Tienpuntenlijst en natuurlijk de manier waarop je je in kunt zetten voor asap, en daarmee voor de Nijmeegse medezeggenschap. 

Laat asap van je horen, want asap maakt zich hard voor jouw belangen!","Higher Education","51-200 employees","Non Profit","Nijmegen, Gelderland","Netherlands","asapnijmegen.nl","https://www.linkedin.com/company/studentenpartij-asap-nijmegen",
,"De Blink - VSO","VSO De Blink opereert vanuit De Sterke Arm 2a te Veenendaal.","Primary and Secondary Education","51-200 employees","Educational","Veenendaal, Utrecht","Netherlands","blink-veenendaal.nl","https://www.linkedin.com/company/deblinkvso",
,"Kinderdagverblijf De Boshoeve","De Boshoeve is, naast een regulier dagverblijf voor gezonde kinderen, ook verpleegkundig kinderdagverblijf gespecialiseerd in de opvang van kinderen met een (al dan niet complexe) medische zorgvraag.
Ook kinderen met een verstandelijke beperking of ontwikkelingsachterstand zijn welkom bij de Boshoeve en Boshuisje. Gespecialiseerde kinderverpleegkundigen en een professioneel zorgteam willen samen met u zorgen voor een zorgvuldig afgestemde opvang voor uw kind.

Alle kinderen mogen en kunnen in de Boshoeve echt kind zijn!","Hospitals and Health Care","51-200 employees","Privately Held","Nieuw-Vennep, Noord-Holland","Netherlands","kinderdagverblijfdeboshoeve.nl","https://www.linkedin.com/company/kinderdagverblijf-de-boshoeve",
,"Poliklinische Revalidatie Geneeskunde Nederland B.V. (PRNL)","PRNL is een groeiend bedrijf dat is voortgekomen uit WorkWell Nederland BV, waardoor veel ervaring aanwezig is bij de behandelteams van de diverse regionaal aangesloten poliklinieken. 

Belangrijke revalidatiegeneeskundige diagnosegroepen bij ons zijn: een burn-out, Long COVID, een postwhiplash syndroom, fibromyalgie, SOLK (somatisch onbegrepen lichamelijke klachten), klachten/stoornissen/beperkingen in het dagelijks leven bij een neurologische aandoening, m.n. na een beroerte, of hersenletsel, na een ongeval met multipele letsels, een kankerbehandeling, bij een reumatische aandoening, een orthopedische aandoening, een hart/long aandoening. Herstel of behoud van participatie staat bij PRNL altijd voorop als behandeldoel.

De medische staf van PRNL, die momenteel uit vier revalidatieartsen (RA) bestaat, heeft uitgebreide ervaring met de revalidatiegeneeskunde in perifere en academische ziekenhuizen en in revalidatiecentra en heeft kennis van alle relevante diagnosegroepen. De stafleden zijn op de hoogte van de specialisaties van hun collega’s in de eigen regio en landelijk. 

Elke patiënt wordt doorverwezen naar de voor zijn medische toestand beste behandelplek. Hierdoor wordt tijdwinst geboekt en voor de patiënt een beter zorgpad gekozen. 

De PRNL Revalidatie arts vervult een triagefunctie in de 1½ lijns zorg voor met name (dreigende) chronische klachten van het houdings- en bewegingsapparaat en de aansturing ervan, inclusief de psychosociale problematiek, waarbij participatie in de samenleving voorop staat. De revalidatiegeneeskundige zorg vindt bij voorkeur plaats in de eigen woonomgeving van de patiënt onder leiding van ervaren medisch specialisten. Hierdoor wordt onnodig doorverwijzen naar het ziekenhuis of revalidatiecentrum voorkomen. Indien voor de behandeling specifieke kennis en specialisatie vereist is, wordt de patiënt tijdig en gericht doorverwezen. In het regionale netwerk wordt dit beleid afgestemd tussen de collega’s in de diverse instellingen.","Hospitals and Health Care","51-200 employees","Privately Held","Hilversum, noord-holland","Netherlands","poliklinischerevalidatie.nl","https://www.linkedin.com/company/poliklinischerevalidatie-nederland-b-v",
,"Jozefschool Aalsmeer","Samen met de Oosteinderschool (Aalsmeer-Oost) en de Antoniusschool (Kudelstaart) maken wij deel uit van de Stichting Katholiek Onderwijs Aalsmeer (SKOA).

Het schoolgebouw dateert uit de jaren dertig en wordt regelmatig aan de tijd aangepast, met respect voor de authentieke details. De ruime schoolomgeving is ingericht met een speelbos en diverse tuinen, waarbinnen we uitdagend natuuronderwijs aanbieden. We hechten waarde aan een rustige leeromgeving. Onze school staat midden in de samenleving. Binnen onze omgeving brengen wij ouderen en kinderen samen.

Leerlingen komen uit de directe omgeving, maar ook uit het Oude
Dorp, Aalsmeer-Zuid, de Hornmeer, Kudelstaart, Rozenburg, Oude
Meer en Rijsenhout (gemeente Haarlemmermeer). Onze school is een plek , waar eenieder zich welkom voelt/weet en waar wij samen werken aan een veilige sfeer van bescherming en vertrouwen. Wij inspireren leerlingen en dagen hen uit, door het positieve te benadrukken en ruimte te bieden aan humor en plezier maken met elkaar.","Primary and Secondary Education","51-200 employees","Educational","Aalsmeer, Noord-Holland","Netherlands","jozefschool.net","https://www.linkedin.com/company/jozefschool-aalsmeer",
,"Molengraaff Instituut voor Privaatrecht Universiteit Utrecht","The Molengraaff Institute for Private Law consists of leading professionals in the field of private law. We provide high-quality, stimulating education and conduct groundbreaking, socially relevant research in close collaboration with each other and others.","Higher Education","51-200 employees","Government Agency","Utrecht","Netherlands","uu.nl","https://www.linkedin.com/company/molengraaffinstituut",
,"IncaMedical","Inca Medical is een middengroot bedrijf, centraal gevestigd in Zeist. Wij verrichten, in Nederlandse ziekenhuizen, alle op een OK voorkomende werkzaamheden.

IncaMedical is een onderneming welke langdurige afspraken aangaat met een ziekenhuis, waarbij deze opdrachtgevers hun OK afdeling outsourcen naar IncaMedical. Door deze nieuwe manier van werken garanderen wij de continuïteit van uw OK productie, personeel, kwaliteit, kwantiteit, planning en zekerheid.

De leegloop van hoog gespecialiseerd OK personeel is al jaren een steeds groter wordend probleem voor veel Nederlandse ziekenhuizen. Veelal leidt dit tot het inhuren van dure detacheerders en / of ZZP’ers.

Om deze problematiek te adresseren heeft IncaMedical een uniek concept ontwikkeld, en het St. Antonius ziekenhuis te Nieuwegein bereid gevonden dit als eerste ziekenhuis in Nederland op haar drie OK complexen te implementeren. Dit concept omvat een langdurige samenwerking waarbij de productie op de OK’s voor langere tijd wordt gegarandeerd.

Wij kunnen dus tijdelijk personeel leveren, maar ook op langere termijn uw OK beheren. 

Naast onze dagelijkse werkzaamheden in het ziekenhuis, verzorgen wij ook cursussen en bijscholingen. Wij vinden een goede kwaliteit binnen de gezondheidszorg zeer belangrijk en zorgen dat onze medewerkers van de nieuwste ontwikkelingen op gezondheidsgebied op de hoogte zijn. Geregeld werken wij mee aan specialistensymposia en informatieavonden, en organiseren wij bijscholingen en minisymposia.","Hospitals and Health Care","51-200 employees","Privately Held","Utrecht","Netherlands","incamedical.nl","https://www.linkedin.com/company/incamedical",
,"Stichting Samenwerkende Basisscholen Alkemade","Hart voor ieder kind!

Stichting Samenwerkende Basisscholen Alkemade (SSBA) biedt met vijf basisscholen een breed onderwijsaanbod in Kaag en Braassem West. Samen delen zij de visie dat ieder kind unieke capaciteiten heeft en gestimuleerd moet worden het beste uit zichzelf te halen. Dit doen we met betrokken leerkrachten met het hart voor het vak, verstand van zaken en oog voor iedere leerling. De SSBA-scholen verschillen in de gebruikte lesmethodes, groepsindelingen en levensbeschouwing.","Primary and Secondary Education","51-200 employees","Non Profit","Oude Wetering, Zuid-Holland","Netherlands","ssba.net","https://www.linkedin.com/company/stichting-samenwerkende-basisscholen-alkemade",
,"Beroepscollege Leystede","Beroepscollege Leystede is a school voor secundary education in Leiden.","Primary and Secondary Education","51-200 employees","Educational","Leiden, Zuid-Holland","Netherlands","bcleystede.nl","https://www.linkedin.com/company/beroepscollege-leystede",
,"De Logistieke Vakschool","Ga je voor een opleiding in de logistiek? Dan ga je bij ons zeker slagen! De Logistieke Vakschool van MBO College Airport is gevestigd op de Diamantlaan 29 in Hoofddorp. Binnen ademt alles logistiek! De praktijkruimtes, waaronder een eigen bedrijfsloods, bagageband en ‘mock-up’s (belly’s van vliegtuigen) nodigen uit om diverse logistieke vaardigheden te trainen. Om andere praktijksituaties in Virtual Reality te simuleren, beschikt onze vakschool over een Immersive Video Room: uniek in Nederland! 

De Logistieke Vakschool biedt verschillende logistieke opleidingen op elk mbo-niveau. Om de opleidingen zo goed mogelijk te laten aansluiten op de praktijk, werken we nauw samen met bedrijven uit het logistieke beroepenveld. In de regio groot Amsterdam hebben wij een groot netwerk aan kleine, middelgrote en toonaangevende bedrijven. In samenwerking met het hen bieden wij, naast stageplaatsen, ook een aantal speciale trajecten aan. Bij ons vind je naast reguliere BOL en BBL opleidingen ook 'on the Job' of incompany opleidingen. Een aantal opleidingen kennen ook een zogenaamde adoptieklas. Dit biedt de student vele extra voordelen, zoals een gegarandeerde stageplaats, rondleidingen bij en gastlessen door het adoptiebedrijf. Met ons brede aanbod bieden wij elke student een logistieke opleiding die past bij zijn/haar manier van leren!","Education Management","51-200 employees","Privately Held","Hoofddorp, Noord Holland","Netherlands","rocva.nl","https://www.linkedin.com/company/de-logistieke-vakschool",
,"Oncologie zorgnetwerk Onco in Balans (Noordwest Veluwe & Zeewolde)","Regionaal oncologie netwerk ‘Onco in Balans’ bestaat uit zorgverleners die met elkaar samenwerken in de regio Noord-West Veluwe en Zeewolde.

Wanneer iemand met kanker te maken krijgt verandert diens leven drastisch en in een korte tijd. Vaak heeft men met meerdere zorgverleners te maken. Een goede samenwerking is dan van belang.

Op de website van ‘Onco in Balans’ leest u welke zorgverleners deelnemen aan het netwerk, waarvoor men bij hen terecht kunt en hoe zij bereikbaar zijn.

De zorgverleners van ‘Onco in Balans’ hebben ervaring in het begeleiden van mensen met kanker en zijn op de hoogte van elkaars werkwijze. Zo kunnen zij samen met de patiënt en diens omgeving alle noodzakelijke behandelingen goed op elkaar afstemmen.","Hospitals and Health Care","51-200 employees","Partnership","Harderwijk, Gelderland","Netherlands","oncoinbalans.nl","https://www.linkedin.com/company/oncologie-zorgnetwerk-onco-in-balans-noordwest-veluwe-zeewolde",
,"International Primary School Hilversum","At International Primary School Hilversum, we inspire all students to flourish as internationally-minded global citizens. Through an inquiry-based approach, we provide each student with a safe, supportive and nurturing environment that promotes self-management, agency and academic excellence in learning.","Education","51-200 employees","Educational","Hilversum, Noord-Holland","Netherlands","ipshilversum.nl","https://www.linkedin.com/company/international-primary-school-hilversum",
,"Deltion Design Media & ICT","Bij Deltion College Design Media & ICT spreken we van ''waarden gedreven, toekomstgericht onderwijs''. Onderstaande vijf waarden zijn daarbij richting gevend, aan deze waarden toetsen wij ons dagelijks denken en doen:

Uitnodigend en dienstverlenend zijn (hospitality); 
Lef; 
Wendbaarheid;
Bezinning en reflectie;
Verantwoordelijkheid (nemen).","Education Management","51-200 employees","Educational","Zwolle, Overijssel","Netherlands","deltion.nl","https://www.linkedin.com/company/deltion-dmi",
,"Olivijn","Olivijn is dé school in Almere voor speciaal onderwijs voor leerlingen in de leeftijd van 4 tot 13 jaar. Onze school biedt passend onderwijs aan kinderen met een lichamelijke beperking, een meervoudige beperking, een langdurige ziekte en aan zeer moeilijk lerende kinderen. Hier worden onderwijs en zorg met elkaar gecombineerd. Olivijn werkt nauw samen met Merem, 's Heeren Loo, De Schavuiten en Triade-Vitree. De school valt onder het bestuur van Stichting Almere Speciaal.","Primary and Secondary Education","51-200 employees","Non Profit","Almere, Flevoland","Netherlands","almere-speciaal.nl","https://www.linkedin.com/company/olivijn-almere",
,"s.v. Aventum","Wat is studievereniging Aventum, of nog beter; Waar staan wij voor? 


Creëren van binding tussen studenten, docenten en alumni
Denk hierbij onder andere aan maandelijkse borrels in Bascafé. Op de planning staat tevens om sociale, dan wel educatieve, activiteiten te organiseren.

Bevordering van de kwaliteit van het onderwijs
Er zullen educatieve excursies worden georganiseerd en gastsprekers zullen worden uitgenodigd. Daarnaast kun je te allen tijde met al je ideeën, suggesties en/of verbeterpunten ten aanzien van het onderwijs, of de studievereniging terecht in de ideeënbox!

Promotie van de opleiding
Bekendheid is belangrijk voor een groeiende opleiding. Het representeren van de BMH op open dagen, voorlichtingen en studiebeurzen wordt opgepakt door Aventum.","Hospitals and Health Care","51-200 employees","Educational","Nijmegen, Gelderland","Netherlands","svaventum.nl","https://www.linkedin.com/company/s-v-aventum",
,"Flex-Advies is onderdeel van Flex-onderwijs","Flex-Advies is een online platform waar het onderwijs en zzp'ers elkaar kunnen vinden, zonder tussenpartij. Voor scholen is het platform gratis en voor zzp'ers kost het jaarlijks 50 euro. Transparant en goedkoop omdat zo het geld in het onderwijs kan blijven. De school heeft direct contact met de zzp'er en kan de zzp'er kiezen die het best past bij de (specifieke) hulpvraag. 

Meer informatie volgt","Education Administration Programs","51-200 employees","Educational","Amsterdam, Noord-Holland","Netherlands","flex-advies.nl","https://www.linkedin.com/company/flex-advies",
,"Schoolkitchen","Huiswerkbegeleidingsinstituut Schoolkitchen biedt vakkundige bijlessen en/of intensieve huiswerkbegeleiding in een mooie en rustige omgeving. Wij geven begeleiding op maat met veel persoonlijke aandacht en ondersteuning. Wij hebben een no-nonsense mentaliteit en hebben volop ervaring met kinderen van 8 - 20 jaar. Wij diagnosticeren niet, maar gaan direct aan de slag. De nadruk ligt op het leren doen! Bij Schoolkitchen vinden wij het belangrijk om leerlingen een basis te geven die het hun mogelijk maakt om hun intellectuele capaciteiten ten volle te benutten. En bovendien, bij Schoolkitchen vinden wij het leuk om hen hiermee te helpen.

Schoolkitchen is gevestigd op een rustige locatie in de Nieuwe Looiersstraat, tussen de Vijzelstraat en de Reguliersgracht, in het centrum van Amsterdam.","Education Management","51-200 employees","Public Company","Amsterdam, Noord-Holland","Netherlands","schoolkitchen.nl","https://www.linkedin.com/company/schoolkitchen",
,"PCBO Leiderdorp","Onze vier scholen van stichting PCBO Leiderdorp bieden een effectieve combinatie van degelijk vertrouwd onderwijs, aangevuld met eigentijdse inzichten en instrumenten, die passen bij de kinderen van nu.","Primary and Secondary Education","51-200 employees","Educational","Leiderdorp, Zuid-Holland","Netherlands","pcboleiderdorp.nl","https://www.linkedin.com/company/pcboleiderdorp",
,"De Klipper Zorg","Goedschalige zorg waarin je gezien en gehoord wordt. De Klipper Zorg biedt mensen met een lichte verstandelijke beperking 24-uurs zorg en ondersteuning.","Hospitals and Health Care","51-200 employees","Non Profit","Zutphen, Gelderland","Netherlands","deklipperzorg.nl","https://www.linkedin.com/company/deklipperzorg",
